headline,description,last_updated,tag,category,link
5 Alasan Mengapa Saat Memakai Pembalut Terasa Gatal,"
Mengapa saat memakai pembalut terasa gatal? Mungkin lima hal ini penyebabnya. 
",03/11/2024,Wellness,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Ketahui, Kapan Bayi Harus Berhenti Gigit Teether?",,03/11/2024,Wellness,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Cegah Preeklampsia dengan Membatasi 2 Jenis Makanan Ini, Bumil Harus Tahu",,02/11/2024,Wellness,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Sering Jajan Sembarangan Sebabkan Malnutrisi dan Risiko Kanker, Kok Bisa?",,02/11/2024,Wellness,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Cara Sukses Layering Parfum, Perhatikan Skin Chemistry",,02/11/2024,Beauty & Grooming,Lifestyle,https://lifestyle.kompas.com?source=navbar
Tiga Prinsip Dasar Pengasuhan Anak Sesuai Tahap Perkembangannya,,01/11/2024,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
5 Keuntungan Jadi Content Creator: Ganti Profesi? ,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
Arti Sering Memimpikan Seseorang yang Kita Sukai,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
Understanding Why Children Bully: Membantu Anak-Anak Menghadapi Masalah Bullying dengan Efektif,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Penulis Almond & Tube, Sohn Wonpyung, Berkunjung ke Indonesia",,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
Apa Saja Perbedaan Copywriting dan Content writing? Simak di Sini!,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
Kenali Tanda Red Flag pada Cewek Berikut Ini,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
"7 Aktor Terkaya di Dunia, Siapa Saja Mereka?",,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
Angsa dan Kelelawar Karya Keigo Higashino Bisa Kamu Pesan SEKARANG!,,,Buku,Lifestyle,https://lifestyle.kompas.com?source=navbar
"Roadshow di Bandung, SRECharged Dorong Percepatan Adopsi Motor Listrik Tanah Air",,15 jam lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Pasar Teknologi Bersih Meningkat Tiga Kali Lipat pada 2035,,1 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
50 Diskusi dan 44 Pembicara Hadir dalam Acara Langkah Membumi Festival 2024,,1 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Pusat Data Ramah Lingkungan Bantu Dorong Investasi Hijau di Asia Tenggara,,1 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Pekerja Gen Z Lebih Peduli Isu Kesehatan Mental,,3 hari lalu,LIFESTYLE,Lestari,https://lestari.kompas.com?source=navbar
"WHO: Gantikan Covid-19, TBC Sebab Utama Kematian akibat Penyakit Menular",,4 hari lalu,HEALTH,Lestari,https://lestari.kompas.com?source=navbar
"Pekerja Gen Z Lebih Rentan Alami Gangguan Kesehatan Mental, Benarkah?",,4 hari lalu,LIFESTYLE,Lestari,https://lestari.kompas.com?source=navbar
Apa Saja Jenis Olahraga Terbaik untuk Tingkatkan Kesehatan Mental?,,5 hari lalu,TREN,Lestari,https://lestari.kompas.com?source=navbar
"""Triple Bottom Line"" dan ""Green Jobs"" Jadi Landasan Penting Bisnis Berkelanjutan ",,9 jam lalu,EDUKASI,Lestari,https://lestari.kompas.com?source=navbar
"Materi Pendidikan Profesi Guru Ditambah, Mendikdasmen Ingin Tingkatkan Kualitas Guru",,10 jam lalu,EDUKASI,Lestari,https://lestari.kompas.com?source=navbar
Ingin Kuliah S2-S3 Gratis di AS? Daftar Beasiswa Fulbright 2025,,10 jam lalu,EDUKASI,Lestari,https://lestari.kompas.com?source=navbar
Mendikdasmen Bakal Beri Beasiswa buat Guru yang Belum S1 dan S4,,12 jam lalu,EDUKASI,Lestari,https://lestari.kompas.com?source=navbar
Komitmen Keberlanjutan Energi Disorot di Hari Listrik Nasional ke-79,,9 jam lalu,MONEY,Lestari,https://lestari.kompas.com?source=navbar
BMKG Ungkap Potensi Banjir Rob di Sejumlah Wilayah Pesisir hingga 13 November 2024,,1 hari lalu,TREN,Lestari,https://lestari.kompas.com?source=navbar
"Dukung Energi Terbarukan, AirNav Resmikan Instalasi Biogas di Tulungagung",,2 hari lalu,MONEY,Lestari,https://lestari.kompas.com?source=navbar
Pucuk Coolinary Festival 2024: Dukung UMKM Kuliner dengan Ratusan Menu FYP untuk Pecinta Kuliner Indonesia,,5 jam lalu,FOOD,Lestari,https://lestari.kompas.com?source=navbar
"Triwulan III-2024, Penyaluran Kredit UMKM BRI Capai Rp 1.105,70 Triliun",,8 jam lalu,ADVERTORIAL,Lestari,https://lestari.kompas.com?source=navbar
"Kebijakan Hapus Buku dan Hapus Tagih Kredit Macet, Langkah Pemerintah Permudah Akses Pembiayaan untuk UMKM, Petani, Nelayan",,9 jam lalu,MONEY,Lestari,https://lestari.kompas.com?source=navbar
"Transformasi Coding Bee Academy, dari Pusat Pembelajaran Coding Jadi Pendidikan Teknologi dan Digital",,5 minggu lalu,Lestari Partner,Lestari,https://lestari.kompas.com?source=navbar
"Luncurkan Laporan Keberlanjutan 2023, Berikut Capaian APRIL Dukung SDGs",,5 minggu lalu,Lestari Partner,Lestari,https://lestari.kompas.com?source=navbar
Kemenkominfo Ajak Anak Muda Sumba Timur Sadar Stunting,,5 minggu lalu,Lestari Partner,Lestari,https://lestari.kompas.com?source=navbar
"Dulu Kumuh dan Bau, Begini Pesona Kampung Bersih Nusantara di Pannampu Sekarang",,8 minggu lalu,Lestari Partner,Lestari,https://lestari.kompas.com?source=navbar
"Dorong Keberlanjutan, Blibli Kembali Gelar Langkah Membumi Festival",,1 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Setengah Kota Besar Dunia Hadapi Risiko Iklim Parah pada 2050,,1 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Jumlah Mikroplastik di Air Tawar Meningkat,,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
"Dorong Irigasi Berkelanjutan, Balai Teknik Irigasi Kementerian PU Jalin Kerja Sama dengan MRC",,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
"Dorong Pemakaian EV, Penempatan Stasiun Pengisian Listrik Perlu Diperhatikan",,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Ilmuwan Peringatkan Bumi Makin Tidak Layak Huni,,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Greenpeace: Restorasi Lahan Gambut 10 Tahun Terakhir Tidak Memuaskan,,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Presiden Prabowo Didorong Jadikan Transisi Energi Misi Nasional,,2 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
"Di COP16 Kolombia, Masyarakat Sipil Desak Pemerintah RI Batasi Produksi Nikel",,3 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
"Kali Pertama dalam 130 Tahun Gunung Fuji Telat Bersalju, Pertanda Buruk?",,3 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Perubahan Iklim Bikin Ekonomi Negara Asia dan Pasifik Rugi Besar,,3 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
"Jaga Keanekaragaman Hayati, Masyarakat Adat Kalimantan Bersuara di COP 16",,3 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Nol Emisi Kini Bukan Sekedar Mimpi Ibu Pertiwi...,,3 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
2 Bank Ini Salurkan Pembiayaan Berkelanjutan Rp 110 Triliun hingga September 2024,,4 hari lalu,LESTARI,Lestari,https://lestari.kompas.com?source=navbar
Prabowo Mau Bagi-bagi Becak Listrik Gratis ke Ribuan Tukang Becak,,,,Money,https://money.kompas.com/?source=navbar
"Mengenal Revenue Streams, Jenis, dan Contohnya dalam Dunia Bisnis",,,EKBIS,Money,https://money.kompas.com/?source=navbar
"Cara Ganti Nomor HP BRImo, Livin' by Mandiri, dan BCA mobile",,,EKBIS,Money,https://money.kompas.com/?source=navbar
"BI Catat Transaksi Bisnis di ISEF 2024 Tembus Rp 1,85 Triliun",,,SYARIAH,Money,https://money.kompas.com/?source=navbar
"Produk Derivatif Baru di BEI, Peluang Lindung Nilai bagi Investor",,,EKBIS,Money,https://money.kompas.com/?source=navbar
Riset Lazada: 88 Persen Konsumen Beli Produk Berdasarkan Konten dan Rekomendasi AI,,,BELANJA,Money,https://money.kompas.com/?source=navbar
"Biodiesel B40 Selesai Diuji, Bahlil Optimistis Program Dimulai 1 Januari 2025",,,ENERGI,Money,https://money.kompas.com/?source=navbar
 Cara Ajukan Sanggah Hasil Seleksi Administrasi PPPK 2024 di SSCASN,,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" Cerita Bahlil Ditugasi Prabowo, dalam 2 Minggu Problem Subsidi BBM Harus Beres",,03/11/2024,Energi,Money,https://money.kompas.com/?source=navbar
 Apakah Bayar Tunggakan Iuran BPJS Bisa Dicicil?,,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" Pemerintah Mau ""Sulap"" Rumput Laut Jadi Bioavtur",,03/11/2024,Energi,Money,https://money.kompas.com/?source=navbar
 Kadin Akan Lakukan Kajian dan Advokasi untuk Selamatkan Industri Tekstil,,03/11/2024,Industri,Money,https://money.kompas.com/?source=navbar
 Jadwal KA Priority Terbaru Periode November 2024,,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" Silmy Karim, Wujudkan Layanan Keimigrasian Anti Ribet, Tegas Menindak WNA Nakal! - [NGOBROL BOSS]",,20/09/2024,KGNow!,Money,https://money.kompas.com/?source=navbar
 Membawa Pembaruan di Bisnis Transportasi Kapal Laut #NgobrolBoss #ASDP,,16/07/2024,KGNow!,Money,https://money.kompas.com/?source=navbar
 Resep Switch Karier Ala Dirut ASDP,,16/07/2024,KGNow!,Money,https://money.kompas.com/?source=navbar
Kala Utang Paylater RI Naik Dua Kali Lipat,,02/11/2024,KEUANGAN,Money,https://money.kompas.com/?source=navbar
 Bahlil: Subsidi BBM dan Listrik Berpotensi Salah Sasaran hingga Rp 100 Triliun,,03/11/2024,Energi,Money,https://money.kompas.com/?source=navbar
 Komisi V DPR dan Wamenhub Tinjau Kesiapan Pelayanan Penyeberangan ASDP Jelang Libur Nataru 2025,,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" DPR RI Buka Lowongan Kerja Tenaga Ahli, Simak Persyaratannya",,03/11/2024,Karier,Money,https://money.kompas.com/?source=navbar
" Masih Promo, Cek Jadwal KA BIAS Rute Bandara Adi Soemarmo–Madiun",,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" Bantah Bos Sritex dan Kemenperin, Mendag Sebut Permendag 8/2024 Justru Lindungi Industri Tekstil",,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
 Bagaimana Cara Ilmuwan Memberi Nama untuk Spesies Dinosaurus?,,03/11/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
" Airlangga Sebut Satgas Penurunan Harga Tiket Pesawat Tetap Jalan, Kemenko Marves Digantikan Kemenko Infrastruktur",,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
" Kebijakan Hapus Buku dan Hapus Tagih Kredit Macet, Langkah Pemerintah Permudah Akses Pembiayaan untuk UMKM, Petani, Nelayan",,03/11/2024,Ekbis,Money,https://money.kompas.com/?source=navbar
 Pembangunan Jargas Digenjot untuk Kurangi Ketergantungan pada Impor dan Subsidi Energi,,03/11/2024,Energi,Money,https://money.kompas.com/?source=navbar
 Cetak Sejarah Sri Mulyani dan Strategi 3 Wamenkeu,,03/11/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
 Punya Karya Jangan Cuma Disimpan! Ini Cara Kreator Hasilkan Cuan #GenerasiCuan #PaulinaPurnomowati,,01/11/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
 Kerja hybrid? Produktivitas tetap maksimal! #GenerasiCuan #PaulinaPurnomowati,,01/11/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
 30 Perusahaan Resmi Jadi Anggota Bursa Kripto CFX,,31/10/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
 Apa Fitur Laptop yang Jadi Senjata Buat Work From Anywhere? #GenerasiCuan,,31/10/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
 Apa Sih Tips Memilih Perangkat kerja Supaya Makin Cuan? #GenerasiCuan,,31/10/2024,VIDEO,Money,https://money.kompas.com/?source=navbar
"Tips Lancar Kuliah S2 dari Syafika, Wisudawan Terbaik Manajemen UGM","
Tips ini datang dari Syafika Dhea Taqiya Ramadhani (23) yang merupakan wisudawan terbaik Program Studi (prodi) Magister Sains Manajemen FEB UGM.
",03/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"""Triple Bottom Line"" dan ""Green Jobs"" Jadi Landasan Penting Bisnis Berkelanjutan ",,03/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"Sekolah Bogor Raya Berpartisipasi di Ajang Festival ""This is Indonesia"" New York ",,03/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"H-1 Ditutup, Simak Cara Daftar PPPK Kemenag 2024",,03/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"Tips Lancar Kuliah S2 dari Syafika, Wisudawan Terbaik Manajemen UGM","
Tips ini datang dari Syafika Dhea Taqiya Ramadhani (23) yang merupakan wisudawan terbaik Program Studi (prodi) Magister Sains Manajemen FEB UGM.
",03/11/2024,Perguruan Tinggi,Edukasi,https://edukasi.kompas.com/?source=navbar
Ingin Kuliah S2-S3 Gratis di AS? Daftar Beasiswa Fulbright 2025,,03/11/2024,Perguruan Tinggi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Uti Nilam, Lulusan Kedokteran yang Jadi Medical Illustrator Pertama di Indonesia",,03/11/2024,Perguruan Tinggi,Edukasi,https://edukasi.kompas.com/?source=navbar
"20 Universitas Swasta Terbaik di Surabaya Versi EduRank, Referensi Kuliah Tahun Depan",,02/11/2024,Perguruan Tinggi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Sekolah Bogor Raya Berpartisipasi di Ajang Festival ""This is Indonesia"" New York ","
Festival bertujuan memperkenalkan kekayaan budaya Indonesia kepada masyarakat internasional.
",03/11/2024,Sekolah,Edukasi,https://edukasi.kompas.com/?source=navbar
"Materi Pendidikan Profesi Guru Ditambah, Mendikdasmen Ingin Tingkatkan Kualitas Guru",,03/11/2024,Sekolah,Edukasi,https://edukasi.kompas.com/?source=navbar
"Soal Penguatan Matematika sejak TK, Guru Besar UPI: Cinta Matematika Harus Jadi Gerakan",,03/11/2024,Sekolah,Edukasi,https://edukasi.kompas.com/?source=navbar
Kemenag Susun Peraturan Menteri Baru tentang Pendidikan Agama di Sekolah,,03/11/2024,Sekolah,Edukasi,https://edukasi.kompas.com/?source=navbar
"Doa Masuk Pasar, Lengkap dengan Artinya","
Doa masuk pasar, lengkap dengan artinya dapat disimak dalam artikel berikut.
",03/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
Doa Sebelum dan Sesudah Ibadat umat Katolik,,01/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
Contoh Kata Berima Secara Utuh,,01/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"Kata Kerja Mental: Pengertian, Ciri-ciri, dan Contohnya ",,01/11/2024,Edu News,Edukasi,https://edukasi.kompas.com/?source=navbar
"Kisah Rafa Kusuma, Dalang Cilik Down Syndrome Berbakat Asal Yogyakarta","
Anak dengan down syndrome itu juga manusia yang punya perasaan, pikiran, panca indra. Sudah saatnya kita memutuskan tali kebencian terhadap mereka.
",19/09/2024,Pendidikan Khusus,Edukasi,https://edukasi.kompas.com/?source=navbar
"Luncurkan Platform Pendidikan Inklusif, Kemendikbud: Siswa Bisa Lebih Keluarkan Potensinya",,28/03/2024,Pendidikan Khusus,Edukasi,https://edukasi.kompas.com/?source=navbar
"Autisme Bukan Penyakit, Psikolog: Ada 3 Cara Mendampingi",,17/02/2024,Pendidikan Khusus,Edukasi,https://edukasi.kompas.com/?source=navbar
30 Kampus Tujuan Beasiswa LPDP 2024 untuk Penyandang Disabilitas,,13/01/2024,Pendidikan Khusus,Edukasi,https://edukasi.kompas.com/?source=navbar
Ingin Kuliah S2-S3 Gratis di AS? Daftar Beasiswa Fulbright 2025,"
Terdapat 2 jenis beasiswa yang dapat diikuti untuk memperoleh gelar, yakni Fulbright Master’s Degree Scholarship dan Fulbright Doctoral Degree (PhD).
",03/11/2024,Beasiswa,Edukasi,https://edukasi.kompas.com/?source=navbar
Mendikdasmen Bakal Beri Beasiswa buat Guru yang Belum S1 dan S4,,03/11/2024,Beasiswa,Edukasi,https://edukasi.kompas.com/?source=navbar
Sosok Ifiana Anak TKI Penghafal Al-Qur'an yang Meninggal Jelang Wisuda di Unesa,,02/11/2024,Beasiswa,Edukasi,https://edukasi.kompas.com/?source=navbar
"7 Beasiswa S1-S3 Gratis ke Luar Negeri 2024-2025, Tanpa Minimal Usia",,01/11/2024,Beasiswa,Edukasi,https://edukasi.kompas.com/?source=navbar
"Luncurkan Buku Karya Siswa, SD Ekayana Ehipassiko BSD Perkuat Pendidikan Karakter lewat Literasi","
Dalam peringatan Bulan Bahasa, SD Ekayana Ehipassiko BSD meluncurkan buku kumpulan cerpen fabel karya siswa kelas 4 sebagai bagian penguatan karakter.
",02/11/2024,Literasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Mendikdasmen: Bahasa Tidak Hanya Alat Komunikasi, tapi Juga Bagian dari Keadaban Bangsa",,29/10/2024,Literasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Melalui Bulan Bahasa dan Sastra, Mendikdasmen Tegaskan Kedaulatan Bahasa Indonesia",,28/10/2024,Literasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Bertema “Berbahasa Cerdas untuk Generasi Emas”, Bulan Bahasa dan Sastra 2024 Gelar Berbagai Kegiatan",,26/10/2024,Literasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Tips Lancar Kuliah S2 dari Syafika, Wisudawan Terbaik Manajemen UGM",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"""Triple Bottom Line"" dan ""Green Jobs"" Jadi Landasan Penting Bisnis Berkelanjutan ",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Sekolah Bogor Raya Berpartisipasi di Ajang Festival ""This is Indonesia"" New York ",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"H-1 Ditutup, Simak Cara Daftar PPPK Kemenag 2024",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Materi Pendidikan Profesi Guru Ditambah, Mendikdasmen Ingin Tingkatkan Kualitas Guru",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
Ingin Kuliah S2-S3 Gratis di AS? Daftar Beasiswa Fulbright 2025,,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Soal Penguatan Matematika sejak TK, Guru Besar UPI: Cinta Matematika Harus Jadi Gerakan",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
Kemenag Susun Peraturan Menteri Baru tentang Pendidikan Agama di Sekolah,,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Uti Nilam, Lulusan Kedokteran yang Jadi Medical Illustrator Pertama di Indonesia",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
Mendikdasmen Bakal Beri Beasiswa buat Guru yang Belum S1 dan S4,,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Soal Kasus Kekerasan Terhadap Guru, Komisi X DPR Sebut Pentingnya Peran Orangtua",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Sosok Fauzul Azhim, Pelajar Indonesia Terpilih Jadi Presiden Pemuda Asia Tenggara",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Syarat dan Cara Daftar Petugas Haji 2025, Lulusan S1 Bisa Daftar",,03/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"20 Universitas Swasta Terbaik di Surabaya Versi EduRank, Referensi Kuliah Tahun Depan",,02/11/2024,Edukasi,Edukasi,https://edukasi.kompas.com/?source=navbar
"Kronologi Sopir Truk Hantam Motor dan Mobil di Tangerang, Kabur Hindari Kejaran Warga ",,1 November 2024,Megapolitan,,https://news.kompas.com/#
"Momen Pertemuan Prabowo dan Jokowi di Solo, Ditemani Bakmi Jawa hingga Tempe Mendoan",,3 November 2024,Nasional,,https://news.kompas.com/#
"Saat Lukman Pancing Gus Hans ""Serang"" Petahana di Debat Pilkada Jatim",,3 November 2024,Surabaya,,https://news.kompas.com/#
"Jembatan Ambruk di Kepulauan Aru, 44 Orang Terluka Saat Sambut DPRD",,3 November 2024,Regional,,https://news.kompas.com/#
"PKL Bermunculan, Tepi Jalur Puncak Bogor Dipasang Pagar Besi",,3 November 2024,Bandung,,https://news.kompas.com/#
"Debat Pilkada Jatim, Luluk Nur Hamidah Soroti Korupsi di Pemprov",,3 November 2024,Surabaya,,https://news.kompas.com/#
Bahlil: Subsidi BBM dan Listrik Berpotensi Salah Sasaran hingga Rp 100 Triliun,,3 November 2024,VIDEO,,https://news.kompas.com/#
Siapa Tega Bunuh Wanita dengan Cara Tebas Kepala?,,31 Oktober 2024,NEWS,,https://news.kompas.com/#
[HOAKS] Video Mamah Dedeh Janjikan Bantuan Rp 35 Juta ,,,CEK FAKTA,,https://news.kompas.com/#
"[HOAKS] Bantuan Dana Rp 2,5 Juta untuk Pemegang KIS",,,CEK FAKTA,,https://news.kompas.com/#
Beragam Hoaks Tokoh Publik Bagikan Uang di Media Sosial...,,,CEK FAKTA,,https://news.kompas.com/#
[KLARIFIKASI] Tidak Ada Korban Tewas dalam Tabrak Lari Truk di Tangerang,,,CEK FAKTA,,https://news.kompas.com/#
"INFOGRAFIK: Foto Manipulasi Pesawat Tersangkut di Jembatan, Simak Faktanya",,,CEK FAKTA,,https://news.kompas.com/#
"INFOGRAFIK: Hoaks Kloning Sapi dan Babi di China, Simak Bantahannya",,,CEK FAKTA,,https://news.kompas.com/#
[KLARIFIKASI] Tidak Benar Kiper Bahrain Tanggapi Teriakan Suporter Indonesia,,,CEK FAKTA,,https://news.kompas.com/#
[KLARIFIKASI] Pose Tiga Jari Anies Baswedan Disebar dengan Konteks Keliru,,,CEK FAKTA,,https://news.kompas.com/#
[HOAKS] WHO Akui Mpox adalah Efek Samping Covid-19,,,CEK FAKTA,,https://news.kompas.com/#
[HOAKS] Raffi Ahmad Bagikan Rp 200 Juta Melalui Akun Instagram,,,CEK FAKTA,,https://news.kompas.com/#
"INFOGRAFIK: Video Perlihatkan Letusan Gunung, Bukan Kamp Pengungsian Rafah",,,CEK FAKTA,,https://news.kompas.com/#
[HOAKS] Imbauan Mematikan Ponsel untuk Hindari Radiasi Kosmik,,,CEK FAKTA,,https://news.kompas.com/#
[HOAKS] Surat Pemberitahuan Perubahan Biaya Transfer Bank Jatim,,,CEK FAKTA,,https://news.kompas.com/#
CEK FAKTA: Pernyataan Ahmad Luthfi soal Desa Temparak di Jawa Tengah,,,CEK FAKTA,,https://news.kompas.com/#
"[KLARIFIKASI] Video Banjir di Zaragoza Keliru Dikira Terjadi di Valencia, Spanyol",,,CEK FAKTA,,https://news.kompas.com/#
"Pilpres AS 2024: 7 Negara Bagian Jadi Penentu Hasil, Mana Saja?","
Persaingan antara Kamala Harris dan Donald Trump menjelang Pilpres AS 2024 pada 5 November semakin ketat. Ini tujuh negara penentu hasil Pilpres.
",3 November 2024,GLOBAL,,https://news.kompas.com/#
Supian Suri Bakal Bangun Balai Latihan Kerja untuk Atasi Pengangguran di Depok,,3 November 2024,Megapolitan,,https://news.kompas.com/#
Kronologi Kasus Korupsi Proyek KA yang Seret Eks Dirjen Kemenhub Jadi Tersangka,,3 November 2024,Nasional,,https://news.kompas.com/#
"Pegawai Komdigi ""Bekingi"" Judi Online: Satu Per Satu Jadi Tersangka, Budi Arie Apresiasi",,3 November 2024,VIDEO,,https://news.kompas.com/#
"Prabowo Bakal Kumpulkan Kepala Daerah hingga Dandim-Kapolres, Beri Arahan untuk Jaga Lingkungan",,3 November 2024,Nasional,,https://news.kompas.com/#
"Debat Pilkada Palangka Raya, 2 Paslon Adu Strategi Ketahanan Pangan Lokal",,3 November 2024,Regional,,https://news.kompas.com/#
Imam-Ririn Janji Lebarkan Jalan dan Tambah Transportasi untuk Atasi Kemacetan di Depok,,3 November 2024,Megapolitan,,https://news.kompas.com/#
"Debat Pilkada Jatim, Tri Rismaharini Janji Bebaskan PNBP Nelayan",,3 November 2024,Surabaya,,https://news.kompas.com/#
"Khofifah Buka Debat dengan Pamer Penghargaan, Luluk Bahas Jamban",,3 November 2024,Surabaya,,https://news.kompas.com/#
Anggota DPRD Singkawang Tersangka Pencabulan Ditangkap Polda Kalbar,,3 November 2024,Regional,,https://news.kompas.com/#
"Kunjungi Desa di Cikampek, Mendes Minta Swasta Terlibat Bangun Desa",,3 November 2024,Nasional,,https://news.kompas.com/#
"Ribuan Peternak Sapi di Boyolali Resah, UD Pramono Nyaris Tutup karena Utang Pajak Rp 670 Juta",,3 November 2024,Regional,,https://news.kompas.com/#
Prabowo dan Jokowi Makan Nasi Goreng di Solo: Gak Ada Obrolan Politik,,3 November 2024,Regional,,https://news.kompas.com/#
Kejagung Tangkap Eks Dirjen Perkeretaapian Kemenhub terkait Korupsi Proyek Jalur Kereta,,3 November 2024,Nasional,,https://news.kompas.com/#
"Kabar Duka, Penyanyi Dina Mariana Meninggal Dunia",,3 November 2024,VIDEO,,https://news.kompas.com/#
Jenazah Dina Mariana Dimakamkan Besok di TPU Tanah Kusir ,,3 November 2024,Seleb,,https://news.kompas.com/#
Suasana Rumah Duka Dina Mariana ,,,Seleb,,https://news.kompas.com/#
"Sebelum Meninggal, Dina Mariana Sempat Dirawat karena Masalah di Lambung",,,Seleb,,https://news.kompas.com/#
"Kata-kata ""Magic"" Ridwan Kamil Bikin Hati Raffi Ahmad Tergerak Adopsi Lily",,,Seleb,,https://news.kompas.com/#
"Profil Dina Mariana, Penyanyi Lawas yang Meninggal Dunia di Usia 59 Tahun",,,Entertainment,,https://news.kompas.com/#
"Bercerai, Ari Lasso Masih Komunikasi Hampir Setiap Hari dengan Vita Dessy ",,,Seleb,,https://news.kompas.com/#
Penyanyi Dina Mariana Meninggal Dunia ,,,Seleb,,https://news.kompas.com/#
Raffi Ahmad Sempat Ragu Adopsi Lily Jadi Anak Ketiganya,,,Seleb,,https://news.kompas.com/#
"Sinopsis Film Raging Fire, Donnie Yen Adu Akting Laga dengan Nicholas Tse",,,Seleb,,https://news.kompas.com/#
Aksi Panggung Chris Martin ,,,,,https://news.kompas.com/#
Meriah! Konser Coldplay di Jakarta ,,,,,https://news.kompas.com/#
Alvin Jonathan Juarai X Factor Indonesia 2022,,,,,https://news.kompas.com/#
Hakim Tolak Eksepsi Adam Deni,,,,,https://news.kompas.com/#
Roby Geisha Tiga Kali Terjerat Kasus Narkoba,,,,,https://news.kompas.com/#
